AtBat,Hits,HmRun,Runs,RBI,Walks,Years,CAtBat,CHits,CHmRun,CRuns,CRBI,CWalks,League,Division,PutOuts,Assists,Errors,Salary,NewLeague
616.0,163.0,27.0,83.0,107.0,32.0,3.0,1437.0,377.0,65.0,181.0,227.0,82.0,A,W,110.0,308.0,15.0,200.0,A
219.0,47.0,8.0,24.0,26.0,17.0,12.0,1188.0,286.0,23.0,100.0,125.0,63.0,A,W,260.0,58.0,4.0,279.07503,A
579.0,174.0,7.0,67.0,78.0,58.0,6.0,3053.0,880.0,32.0,366.0,337.0,218.0,N,E,280.0,479.0,5.0,657.0,N
165.0,39.0,2.0,13.0,9.0,16.0,3.0,196.0,44.0,2.0,18.0,10.0,18.0,A,W,332.0,19.0,2.0,75.0,N
618.0,200.0,20.0,98.0,110.0,62.0,13.0,7127.0,2163.0,351.0,1104.0,1289.0,564.0,A,E,330.0,16.0,8.0,2412.5,A
257.0,66.0,5.0,31.0,26.0,32.0,14.0,3910.0,979.0,33.0,518.0,324.0,382.0,N,W,87.0,166.0,14.0,250.0,A
315.0,76.0,13.0,35.0,60.0,25.0,3.0,630.0,151.0,24.0,68.0,94.0,55.0,N,E,498.0,39.0,13.0,155.0,N
591.0,157.0,16.0,90.0,78.0,26.0,4.0,2020.0,541.0,52.0,310.0,226.0,91.0,N,E,290.0,440.0,25.0,640.0,N
404.0,92.0,11.0,54.0,49.0,18.0,6.0,1354.0,325.0,30.0,188.0,135.0,63.0,A,E,222.0,5.0,5.0,300.0,A
315.0,73.0,5.0,23.0,37.0,16.0,4.0,450.0,108.0,6.0,38.0,46.0,28.0,A,W,227.0,15.0,3.0,110.0,A
249.0,69.0,6.0,32.0,19.0,20.0,4.0,702.0,209.0,10.0,97.0,48.0,44.0,N,E,103.0,8.0,2.0,183.42336,N
429.0,91.0,12.0,41.0,42.0,57.0,13.0,5590.0,1397.0,83.0,578.0,579.0,644.0,A,W,686.0,46.0,4.0,825.0,N
212.0,54.0,13.0,28.0,44.0,18.0,2.0,233.0,59.0,13.0,31.0,46.0,20.0,A,E,243.0,23.0,5.0,87.885,A
453.0,101.0,3.0,46.0,43.0,61.0,3.0,948.0,218.0,6.0,96.0,72.0,91.0,N,W,249.0,444.0,16.0,195.0,N
161.0,43.0,4.0,17.0,26.0,22.0,3.0,707.0,179.0,21.0,77.0,99.0,76.0,A,W,300.0,12.0,2.0,166.88334000000003,A
184.0,47.0,5.0,20.0,28.0,18.0,11.0,3327.0,890.0,74.0,419.0,382.0,304.0,N,W,49.0,2.0,0.0,450.0,N
591.0,184.0,20.0,83.0,79.0,38.0,5.0,1689.0,462.0,40.0,219.0,195.0,82.0,N,W,303.0,12.0,5.0,630.0,N
181.0,58.0,6.0,34.0,23.0,22.0,1.0,181.0,58.0,6.0,34.0,23.0,22.0,N,W,88.0,0.0,3.0,86.5,N
441.0,118.0,28.0,84.0,86.0,68.0,8.0,2723.0,750.0,126.0,433.0,420.0,309.0,A,E,190.0,2.0,2.0,1300.0,A
490.0,150.0,21.0,69.0,58.0,35.0,14.0,6126.0,1839.0,121.0,983.0,707.0,600.0,A,E,96.0,5.0,3.0,1000.0,N
551.0,171.0,13.0,94.0,83.0,94.0,13.0,6090.0,1840.0,128.0,969.0,900.0,917.0,N,E,1199.0,149.0,5.0,1800.0,N
550.0,147.0,29.0,85.0,91.0,71.0,6.0,2816.0,815.0,117.0,405.0,474.0,319.0,A,W,1218.0,104.0,10.0,1310.0,A
283.0,74.0,4.0,34.0,29.0,22.0,10.0,3919.0,1062.0,85.0,505.0,456.0,283.0,N,W,145.0,5.0,7.0,737.5,N
560.0,161.0,26.0,89.0,96.0,66.0,4.0,1789.0,470.0,65.0,233.0,260.0,155.0,N,W,332.0,9.0,8.0,625.0,N
328.0,91.0,12.0,51.0,43.0,33.0,2.0,342.0,94.0,12.0,51.0,44.0,33.0,N,E,145.0,59.0,8.0,125.0,N
586.0,159.0,12.0,72.0,79.0,53.0,9.0,3082.0,880.0,83.0,363.0,477.0,295.0,N,E,181.0,13.0,4.0,1043.333,N
503.0,136.0,5.0,62.0,48.0,83.0,10.0,3423.0,970.0,20.0,408.0,303.0,414.0,N,W,65.0,258.0,8.0,725.0,N
344.0,85.0,24.0,69.0,64.0,88.0,7.0,911.0,214.0,64.0,150.0,156.0,187.0,A,W,0.0,0.0,0.0,300.0,A
680.0,223.0,31.0,119.0,96.0,34.0,3.0,1928.0,587.0,35.0,262.0,201.0,91.0,A,W,429.0,8.0,6.0,365.0,A
279.0,64.0,0.0,31.0,26.0,30.0,1.0,279.0,64.0,0.0,31.0,26.0,30.0,N,W,107.0,205.0,16.0,75.0,N
484.0,127.0,20.0,66.0,65.0,67.0,7.0,3006.0,844.0,116.0,436.0,458.0,377.0,N,E,1231.0,80.0,7.0,1183.333,N
431.0,127.0,8.0,77.0,45.0,58.0,2.0,667.0,187.0,9.0,117.0,64.0,88.0,N,E,283.0,8.0,3.0,202.5,N
283.0,70.0,8.0,33.0,37.0,27.0,12.0,4479.0,1222.0,94.0,557.0,483.0,307.0,A,E,156.0,2.0,2.0,225.0,A
491.0,141.0,11.0,77.0,47.0,37.0,15.0,4291.0,1240.0,84.0,615.0,430.0,340.0,A,E,239.0,8.0,2.0,525.0,A
199.0,52.0,9.0,26.0,28.0,21.0,6.0,805.0,191.0,30.0,113.0,119.0,87.0,N,W,235.0,22.0,5.0,265.0,N
589.0,149.0,21.0,89.0,86.0,64.0,7.0,3558.0,928.0,102.0,513.0,471.0,351.0,A,E,371.0,6.0,6.0,787.5,A
327.0,84.0,22.0,53.0,62.0,38.0,10.0,4273.0,1123.0,212.0,577.0,700.0,334.0,A,E,483.0,48.0,6.0,800.0,N
464.0,128.0,28.0,67.0,94.0,52.0,13.0,5829.0,1552.0,210.0,740.0,840.0,452.0,A,W,0.0,0.0,0.0,587.5,A
166.0,34.0,0.0,20.0,13.0,17.0,1.0,166.0,34.0,0.0,20.0,13.0,17.0,N,E,64.0,119.0,9.0,72.41,N
338.0,92.0,18.0,42.0,60.0,21.0,3.0,682.0,185.0,36.0,88.0,112.0,50.0,A,E,0.0,0.0,0.0,145.0,A
508.0,146.0,8.0,80.0,44.0,46.0,9.0,3148.0,915.0,41.0,571.0,289.0,326.0,A,W,245.0,5.0,9.0,717.045,A
584.0,157.0,20.0,95.0,73.0,63.0,10.0,4704.0,1320.0,93.0,724.0,522.0,576.0,A,E,276.0,421.0,11.0,420.0,A
216.0,54.0,2.0,27.0,25.0,33.0,1.0,216.0,54.0,2.0,27.0,25.0,33.0,N,W,317.0,36.0,1.0,75.0,N
625.0,179.0,4.0,94.0,60.0,65.0,5.0,1696.0,476.0,12.0,216.0,163.0,166.0,A,E,303.0,450.0,14.0,575.0,A
243.0,53.0,4.0,18.0,26.0,27.0,4.0,853.0,228.0,23.0,101.0,110.0,76.0,N,E,107.0,3.0,3.0,246.88005000000004,N
489.0,131.0,19.0,77.0,55.0,34.0,7.0,2051.0,549.0,62.0,300.0,263.0,153.0,A,W,310.0,9.0,9.0,780.0,A
209.0,56.0,12.0,22.0,36.0,19.0,2.0,216.0,58.0,12.0,24.0,37.0,19.0,N,E,201.0,6.0,3.0,90.0,N
407.0,93.0,8.0,47.0,30.0,30.0,2.0,969.0,230.0,14.0,121.0,69.0,68.0,N,W,172.0,317.0,25.0,150.0,N
490.0,148.0,14.0,64.0,78.0,49.0,13.0,3400.0,1000.0,113.0,445.0,491.0,301.0,A,E,0.0,0.0,0.0,700.0,N
209.0,59.0,6.0,20.0,37.0,27.0,4.0,884.0,209.0,14.0,66.0,106.0,92.0,N,E,415.0,35.0,3.0,223.47002,N
442.0,131.0,18.0,68.0,77.0,33.0,6.0,1416.0,398.0,47.0,210.0,203.0,136.0,A,E,233.0,7.0,7.0,550.0,A
317.0,88.0,3.0,40.0,32.0,19.0,8.0,2543.0,715.0,28.0,269.0,270.0,118.0,A,W,220.0,16.0,4.0,493.35,A
288.0,65.0,8.0,30.0,36.0,27.0,9.0,2815.0,698.0,55.0,315.0,325.0,189.0,N,E,259.0,30.0,10.0,650.0,A
209.0,54.0,3.0,25.0,14.0,12.0,1.0,209.0,54.0,3.0,25.0,14.0,12.0,A,W,102.0,6.0,3.0,68.0,A
303.0,71.0,3.0,18.0,30.0,36.0,3.0,344.0,76.0,3.0,20.0,36.0,45.0,N,E,468.0,47.0,6.0,100.0,N
330.0,77.0,19.0,47.0,53.0,27.0,6.0,1928.0,516.0,90.0,247.0,288.0,161.0,N,W,149.0,8.0,6.0,670.0,N
504.0,120.0,28.0,71.0,71.0,54.0,3.0,1085.0,259.0,54.0,150.0,167.0,114.0,A,E,103.0,283.0,19.0,175.0,A
258.0,60.0,8.0,28.0,33.0,18.0,3.0,638.0,170.0,17.0,80.0,75.0,36.0,A,W,358.0,32.0,8.0,137.0,A
20.0,1.0,0.0,0.0,0.0,0.0,2.0,41.0,9.0,2.0,6.0,7.0,4.0,N,E,78.0,220.0,6.0,2127.333,N
374.0,94.0,5.0,36.0,26.0,62.0,7.0,1968.0,519.0,26.0,181.0,199.0,288.0,N,W,756.0,64.0,15.0,875.0,N
211.0,43.0,10.0,26.0,35.0,39.0,3.0,498.0,116.0,14.0,59.0,55.0,78.0,A,W,463.0,32.0,8.0,120.0,A
299.0,75.0,6.0,38.0,23.0,26.0,3.0,580.0,160.0,8.0,71.0,33.0,44.0,N,E,212.0,1.0,2.0,140.0,N
576.0,167.0,8.0,89.0,49.0,57.0,4.0,822.0,232.0,19.0,132.0,83.0,79.0,N,E,325.0,12.0,8.0,210.0,N
381.0,110.0,9.0,61.0,45.0,32.0,7.0,3015.0,834.0,40.0,451.0,249.0,168.0,N,E,228.0,7.0,5.0,800.0,N
288.0,76.0,7.0,34.0,37.0,15.0,4.0,1644.0,408.0,16.0,198.0,120.0,113.0,N,W,203.0,3.0,3.0,240.0,N
369.0,93.0,9.0,43.0,42.0,49.0,5.0,1258.0,323.0,54.0,181.0,177.0,157.0,A,E,149.0,1.0,6.0,350.0,A
330.0,76.0,12.0,35.0,41.0,47.0,4.0,1367.0,326.0,55.0,167.0,198.0,167.0,N,W,512.0,30.0,5.0,417.61,N
547.0,137.0,2.0,58.0,47.0,12.0,2.0,1038.0,271.0,3.0,129.0,80.0,24.0,A,W,261.0,459.0,22.0,175.0,A
572.0,152.0,18.0,105.0,49.0,65.0,2.0,978.0,249.0,36.0,168.0,91.0,101.0,A,W,325.0,13.0,3.0,200.0,A
359.0,84.0,4.0,46.0,27.0,21.0,12.0,4992.0,1257.0,37.0,699.0,386.0,387.0,N,W,151.0,8.0,5.0,493.61665999999997,N
514.0,144.0,0.0,67.0,54.0,79.0,9.0,4739.0,1169.0,13.0,583.0,374.0,528.0,N,E,229.0,453.0,15.0,1940.0,N
359.0,80.0,15.0,45.0,48.0,63.0,7.0,1493.0,359.0,61.0,176.0,202.0,175.0,N,W,682.0,93.0,13.0,700.0,N
526.0,163.0,12.0,88.0,50.0,77.0,4.0,1556.0,470.0,38.0,245.0,167.0,174.0,A,W,250.0,11.0,1.0,750.0,A
313.0,83.0,9.0,43.0,41.0,30.0,14.0,5885.0,1543.0,104.0,751.0,714.0,535.0,N,W,58.0,141.0,23.0,450.0,N
540.0,135.0,30.0,82.0,88.0,55.0,1.0,540.0,135.0,30.0,82.0,88.0,55.0,A,W,157.0,6.0,14.0,172.0,A
437.0,123.0,9.0,62.0,55.0,40.0,9.0,4139.0,1203.0,79.0,676.0,390.0,364.0,A,E,82.0,170.0,15.0,1260.0,A
551.0,160.0,23.0,86.0,90.0,87.0,5.0,2235.0,602.0,75.0,278.0,328.0,273.0,A,W,1224.0,115.0,11.0,1125.0616499999999,A
237.0,52.0,0.0,15.0,25.0,30.0,24.0,14053.0,4020.000000000001,160.0,2165.0,1314.0,1564.6000000000001,N,W,523.0,43.0,6.0,750.0,N
236.0,56.0,6.0,41.0,19.0,21.0,5.0,1257.0,329.0,24.0,166.0,125.0,105.0,A,E,172.0,1.0,4.0,190.0,A
473.0,154.0,6.0,61.0,48.0,29.0,6.0,1966.0,566.0,29.0,250.0,252.0,178.0,A,E,846.0,84.0,9.0,580.0,A
309.0,72.0,0.0,33.0,31.0,26.0,5.0,354.0,82.0,0.0,41.0,32.0,26.0,N,E,117.0,269.0,12.0,130.0,N
271.0,77.0,5.0,35.0,29.0,33.0,12.0,4933.0,1358.0,48.0,630.0,435.0,403.0,A,W,62.0,90.0,3.0,450.0,A
357.0,96.0,7.0,50.0,45.0,39.0,5.0,1394.0,344.0,43.0,178.0,192.0,136.0,A,W,167.0,2.0,4.0,300.0,A
216.0,56.0,4.0,22.0,18.0,15.0,12.0,2796.0,665.0,43.0,266.0,304.0,198.0,A,E,391.0,44.0,4.0,250.0,A
256.0,70.0,13.0,42.0,36.0,44.0,16.0,7058.0,1845.0,312.0,965.0,1128.0,990.0,N,E,41.0,118.0,8.0,1050.0,A
466.0,108.0,33.0,75.0,86.0,72.0,3.0,652.0,142.0,44.0,102.0,109.0,102.0,A,E,286.0,8.0,8.0,215.0,A
327.0,68.0,13.0,42.0,29.0,45.0,18.0,3949.0,939.0,78.0,438.0,380.0,466.0,A,E,659.0,53.0,7.0,400.0,A
462.0,119.0,16.0,49.0,65.0,37.0,7.0,2131.0,583.0,69.0,244.0,288.0,150.0,A,E,866.0,65.0,6.0,722.2973599999999,A
341.0,110.0,9.0,45.0,49.0,46.0,9.0,2331.0,658.0,50.0,249.0,322.0,274.0,A,E,251.0,9.0,4.0,560.0,A
608.0,160.0,28.0,130.0,74.0,89.0,8.0,4071.0,1182.0,103.0,862.0,417.0,708.0,A,E,426.0,4.0,6.0,1670.0,A
419.0,101.0,18.0,65.0,58.0,92.0,20.0,9528.0,2510.0,481.25000000000006,1509.0,1659.0,1342.0,A,W,0.0,0.0,0.0,487.5,A
33.0,6.0,0.0,2.0,4.0,7.0,1.0,33.0,6.0,0.0,2.0,4.0,7.0,A,W,205.0,5.0,4.0,555.715,A
376.0,82.0,21.0,42.0,60.0,35.0,5.0,1770.0,408.0,115.0,238.0,299.0,157.0,A,W,0.0,0.0,0.0,425.0,A
486.0,145.0,11.0,51.0,76.0,40.0,11.0,3967.0,1102.0,67.0,410.0,497.0,284.0,N,E,88.0,204.0,16.0,500.0,A
186.0,44.0,7.0,28.0,16.0,11.0,1.0,186.0,44.0,7.0,28.0,16.0,11.0,N,W,99.0,3.0,1.0,75.82,N
307.0,80.0,1.0,42.0,36.0,29.0,7.0,2421.0,656.0,18.0,379.0,198.0,184.0,A,W,145.0,2.0,2.0,513.9833700000001,A
246.0,76.0,5.0,35.0,39.0,13.0,6.0,912.0,234.0,12.0,102.0,96.0,80.0,A,E,44.0,0.0,1.0,250.0,A
205.0,52.0,8.0,31.0,27.0,17.0,12.0,5134.0,1323.0,56.0,643.0,445.0,459.0,A,E,155.0,3.0,2.0,400.0,A
348.0,90.0,11.0,50.0,45.0,43.0,10.0,2288.0,614.0,43.0,295.0,273.0,269.0,A,E,60.0,176.0,6.0,450.0,A
523.0,135.0,8.0,52.0,44.0,52.0,9.0,3368.0,895.0,39.0,377.0,284.0,296.0,N,W,367.0,475.0,19.0,750.0,N
312.0,68.0,2.0,32.0,22.0,24.0,1.0,312.0,68.0,2.0,32.0,22.0,24.0,A,E,86.0,150.0,15.0,70.0,A
496.0,119.0,8.0,57.0,33.0,21.0,7.0,3358.0,882.0,36.0,365.0,280.0,165.0,N,W,155.0,371.0,29.0,875.0,N
126.0,27.0,3.0,8.0,10.0,5.0,4.0,239.0,49.0,3.0,16.0,13.0,14.0,N,E,190.0,2.0,9.0,190.0,N
275.0,68.0,5.0,42.0,42.0,61.0,6.0,961.0,238.0,16.0,128.0,104.0,172.0,N,E,181.0,3.0,2.0,191.0,N
627.0,178.0,14.0,68.0,76.0,46.0,6.0,3146.0,902.0,74.0,494.0,345.0,242.0,N,E,309.0,492.0,5.0,740.0,N
394.0,86.0,1.0,38.0,28.0,36.0,4.0,1089.0,267.0,3.0,94.0,71.0,76.0,N,E,203.0,369.0,16.0,250.0,N
208.0,57.0,8.0,32.0,25.0,18.0,3.0,653.0,170.0,17.0,98.0,54.0,62.0,N,E,42.0,94.0,13.0,140.0,N
382.0,101.0,16.0,50.0,55.0,22.0,1.0,382.0,101.0,16.0,50.0,55.0,22.0,A,W,200.0,7.0,6.0,97.5,A
459.0,113.0,20.0,59.0,57.0,68.0,12.0,5348.0,1369.0,155.0,713.0,660.0,735.0,A,W,0.0,0.0,0.0,740.0,A
549.0,149.0,7.0,73.0,47.0,42.0,1.0,549.0,149.0,7.0,73.0,47.0,42.0,N,W,255.0,450.0,17.0,140.0,N
288.0,63.0,3.0,25.0,33.0,16.0,10.0,2682.0,667.0,38.0,315.0,259.0,204.0,A,W,135.0,257.0,7.0,341.667,A
303.0,84.0,4.0,35.0,32.0,23.0,2.0,312.0,87.0,4.0,39.0,32.0,23.0,N,W,179.0,5.0,3.0,93.18,N
522.0,163.0,9.0,82.0,46.0,62.0,13.0,7037.0,2019.0,153.0,1043.0,827.0,535.0,A,E,352.0,9.0,1.0,1000.0,A
512.0,117.0,29.0,54.0,88.0,43.0,6.0,1750.0,412.0,100.0,204.0,276.0,155.0,A,W,1236.0,98.0,18.0,100.0,A
220.0,66.0,5.0,20.0,28.0,13.0,3.0,290.0,80.0,5.0,27.0,31.0,15.0,A,W,281.0,21.0,3.0,90.0,A
522.0,140.0,16.0,73.0,77.0,60.0,4.0,730.0,185.0,22.0,93.0,106.0,86.0,N,E,1320.0,166.0,17.0,200.0,N
461.0,112.0,18.0,54.0,54.0,35.0,2.0,680.0,160.0,24.0,76.0,75.0,49.0,A,W,111.0,226.0,11.0,135.0,A
581.0,145.0,17.0,66.0,68.0,21.0,2.0,831.0,210.0,21.0,106.0,86.0,40.0,N,E,320.0,465.0,32.0,155.0,N
530.0,159.0,3.0,82.0,50.0,47.0,6.0,1619.0,426.0,11.0,218.0,149.0,163.0,A,W,196.0,354.0,15.0,475.0,A
557.0,142.0,21.0,58.0,81.0,23.0,18.0,8759.0,2583.0,271.0,1138.0,1299.0,478.0,N,W,1160.0,53.0,7.0,1450.0,N
439.0,96.0,0.0,44.0,36.0,65.0,4.0,711.0,148.0,1.0,68.0,56.0,99.0,N,E,229.0,406.0,22.0,150.0,N
453.0,103.0,8.0,53.0,33.0,52.0,2.0,507.0,123.0,8.0,63.0,39.0,58.0,A,W,289.0,407.0,6.0,105.0,A
528.0,122.0,1.0,67.0,45.0,51.0,4.0,1716.0,403.0,12.0,211.0,146.0,155.0,A,W,209.0,372.0,17.0,350.0,A
633.0,210.0,6.0,91.0,56.0,59.0,6.0,3070.0,872.0,19.0,420.0,230.0,274.0,N,W,367.0,432.0,16.0,90.0,N
16.0,2.0,0.0,1.0,0.0,0.0,2.0,28.0,4.0,0.0,1.0,0.0,0.0,A,E,247.0,4.0,8.0,620.8,A
562.0,169.0,17.0,88.0,73.0,53.0,8.0,3181.0,841.0,61.0,450.0,342.0,373.0,A,E,351.0,442.0,17.0,530.0,A
281.0,76.0,3.0,42.0,25.0,20.0,8.0,2658.0,657.0,48.0,324.0,300.0,179.0,A,E,106.0,144.0,7.0,341.667,A
593.0,152.0,23.0,69.0,75.0,53.0,6.0,2765.0,686.0,133.0,369.0,384.0,321.0,A,W,315.0,10.0,6.0,940.0,A
687.0,213.0,10.0,91.0,65.0,27.0,4.0,1518.0,448.0,15.0,196.0,137.0,89.0,A,E,294.0,445.0,13.0,350.0,A
368.0,103.0,3.0,48.0,28.0,54.0,8.0,1897.0,493.0,9.0,207.0,162.0,198.0,N,W,209.0,246.0,3.0,326.667,N
263.0,70.0,1.0,26.0,23.0,30.0,4.0,888.0,220.0,9.0,83.0,82.0,86.0,N,E,81.0,147.0,4.0,250.0,N
642.0,211.0,14.0,107.0,59.0,52.0,5.0,2364.0,770.0,27.0,352.0,230.0,193.0,N,W,337.0,19.0,4.0,740.0,N
265.0,68.0,8.0,26.0,30.0,29.0,7.0,1337.0,339.0,32.0,135.0,163.0,128.0,N,W,92.0,5.0,3.0,425.0,A
289.0,63.0,7.0,36.0,41.0,44.0,17.0,7402.0,1954.0,195.0,1115.0,919.0,1153.0,A,W,166.0,211.0,7.0,577.0416700000001,A
559.0,141.0,2.0,48.0,61.0,73.0,8.0,3162.0,874.0,16.0,421.0,349.0,359.0,N,E,352.0,414.0,9.0,925.0,N
520.0,120.0,17.0,53.0,44.0,21.0,4.0,927.0,227.0,22.0,106.0,80.0,52.0,A,W,70.0,144.0,11.0,185.0,A
19.0,4.0,1.0,2.0,3.0,1.0,1.0,19.0,4.0,1.0,2.0,3.0,1.0,N,W,692.0,70.0,8.0,920.0,A
205.0,43.0,2.0,24.0,17.0,20.0,7.0,854.0,219.0,12.0,105.0,99.0,71.0,N,E,131.0,6.0,1.0,286.667,N
193.0,47.0,10.0,21.0,29.0,24.0,6.0,1136.0,256.0,42.0,129.0,139.0,106.0,A,W,299.0,13.0,5.0,245.0,A
181.0,46.0,1.0,19.0,18.0,17.0,5.0,937.0,238.0,9.0,88.0,95.0,104.0,A,E,37.0,98.0,9.0,233.95336000000003,A
213.0,61.0,4.0,17.0,22.0,3.0,17.0,4061.0,1145.0,83.0,488.0,491.0,244.0,A,W,178.0,45.0,4.0,235.0,A
510.0,147.0,10.0,56.0,52.0,53.0,7.0,2872.0,821.0,63.0,307.0,340.0,174.0,N,E,810.0,99.0,18.0,1150.0,N
578.0,138.0,1.0,56.0,59.0,34.0,3.0,1399.0,357.0,7.0,149.0,161.0,87.0,N,E,133.0,371.0,20.0,160.0,N
200.0,51.0,2.0,14.0,29.0,25.0,23.0,9778.0,2732.0,379.0,1272.0,1652.0,925.0,N,W,398.0,29.0,7.0,709.15832,N
441.0,113.0,5.0,76.0,52.0,76.0,5.0,1546.0,397.0,17.0,226.0,149.0,191.0,A,W,160.0,290.0,11.0,425.0,A
172.0,42.0,3.0,17.0,14.0,15.0,10.0,4086.0,1150.0,57.0,579.0,363.0,406.0,N,W,65.0,0.0,0.0,900.0,N
580.0,194.0,9.0,91.0,62.0,78.0,8.0,3372.0,1028.0,48.0,604.0,314.0,469.0,N,E,270.0,13.0,6.0,950.74666,N
127.0,32.0,4.0,14.0,25.0,12.0,19.0,8396.0,2402.0,242.0,1048.0,1348.0,819.0,N,W,167.0,18.0,6.0,500.0,N
279.0,69.0,4.0,35.0,31.0,32.0,4.0,1359.0,355.0,31.0,180.0,148.0,158.0,N,E,133.0,173.0,9.0,277.5,N
480.0,112.0,18.0,50.0,71.0,44.0,7.0,3031.0,771.0,110.0,338.0,406.0,239.0,N,E,94.0,270.0,16.0,750.0,N
600.0,139.0,0.0,94.0,29.0,60.0,2.0,1236.0,309.0,1.0,201.0,69.0,110.0,N,E,300.0,12.0,9.0,160.0,N
610.0,186.0,19.0,107.0,98.0,74.0,6.0,2728.0,753.0,69.0,399.0,366.0,286.0,N,E,1182.0,96.0,13.0,1300.0,N
360.0,81.0,5.0,37.0,44.0,37.0,7.0,2268.0,566.0,41.0,279.0,257.0,246.0,N,E,170.0,284.0,3.0,525.0,N
387.0,124.0,1.0,67.0,27.0,36.0,7.0,1775.0,506.0,6.0,272.0,125.0,194.0,N,E,186.0,290.0,17.0,550.0,N
580.0,207.0,8.0,107.0,71.0,105.0,5.0,2778.0,978.0,32.0,474.0,322.0,417.0,A,E,121.0,267.0,19.0,1600.0,A
408.0,117.0,11.0,66.0,41.0,34.0,1.0,408.0,117.0,11.0,66.0,41.0,34.0,N,W,942.0,72.0,11.0,120.0,N
593.0,172.0,22.0,82.0,100.0,57.0,1.0,593.0,172.0,22.0,82.0,100.0,57.0,A,W,1222.0,139.0,15.0,165.0,A
221.0,53.0,2.0,21.0,23.0,22.0,8.0,1063.0,283.0,15.0,107.0,124.0,106.0,N,E,325.0,58.0,6.0,270.58003,N
497.0,127.0,7.0,65.0,48.0,37.0,5.0,2703.0,806.0,32.0,379.0,311.0,138.0,N,E,325.0,9.0,3.0,700.0,N
492.0,136.0,5.0,76.0,50.0,94.0,12.0,5511.0,1511.0,39.0,897.0,451.0,875.0,A,E,313.0,381.0,20.0,875.0,A
475.0,126.0,3.0,61.0,43.0,52.0,6.0,1700.0,433.0,7.0,217.0,93.0,146.0,A,W,37.0,113.0,7.0,385.0,A
573.0,144.0,9.0,85.0,60.0,78.0,8.0,3198.0,857.0,97.0,470.0,420.0,332.0,A,E,1314.0,131.0,12.0,960.0,A
631.0,170.0,9.0,77.0,44.0,31.0,11.0,4908.0,1457.0,30.0,775.0,357.0,249.0,A,W,408.0,4.0,3.0,1000.0,A
